Unnamed: 0,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
81197,Mumakil,Behind the Mask,2GNHulA1IOuM5CZ0LTpfyZ,0,2013,grindcore,0.408,0.974,11,-5.674,0,0.219,2.67e-05,0.213,0.133,0.0789,120.204,124040,4
74185,Alkaline Trio,Midnight Blue,60l1AQloDq9n6M4z4ASYLX,23,2013,emo,0.452,0.986,4,-4.107,1,0.0671,0.000991,1.08e-06,0.259,0.301,101.858,164560,4
195964,Georges Bizet,"Roma, WD 37: IV. Allegro vivacissimo",5hFTQRVGzW46qdQvETnpNT,12,2015,opera,0.276,0.117,7,-20.391,0,0.0447,0.938,0.889,0.111,0.246,167.608,389507,4
773999,Greg Maroney,Dancers In The Sky,5sWGfJhuighGbQHYm1uNnu,1,2001,new-age,0.445,0.123,5,-21.841,1,0.0723,0.984,0.901,0.136,0.135,134.015,304627,4
300265,Toquinho,O Barquinho,1G8KFTJ4tJAHADDUVEjs1C,26,2017,samba,0.513,0.58,5,-8.709,1,0.043,0.631,0.00453,0.41,0.508,81.563,158953,4
1256568,Eddie Meduza,Sommar på mopeden,1dTIdSkx6tMsghM2XF2nyE,11,2008,swedish,0.646,0.661,2,-15.455,1,0.0484,0.162,0.0,0.353,0.848,97.548,177133,4
194187,Kölsch,DerDieDas,1IgHSJqTyaVMptg5YxSvc0,23,2015,minimal-techno,0.654,0.574,0,-11.22,1,0.0372,0.000166,0.734,0.481,0.229,124.997,321960,4
65064,Kevin Nealon,Building Tunnels,5oD3nj5Rvb7I0pBwvtaQb7,11,2013,comedy,0.55,0.938,11,-5.669,0,0.945,0.772,0.0,0.768,0.632,172.604,103653,4
1234512,DJ Hi-Shock,Diskotek - Disko Ghost Mix,67EU1qxY55xCL4vl4pq5fK,0,2008,minimal-techno,0.749,0.96,1,-9.635,0,0.0722,0.0832,0.631,0.148,0.662,125.051,485725,4
453869,Freddie Gibbs,Crime Pays - Instrumental,73yDiodEXO3a6hUtDieJCu,28,2020,indian,0.579,0.568,6,-11.111,1,0.0296,0.106,0.108,0.325,0.791,147.316,182680,4
453184,Machine Gun Kelly,lonely,6EPxapAlha7pEyn5kXgW3R,58,2020,hip-hop,0.455,0.728,6,-6.62,0,0.0749,0.015,4.74e-05,0.111,0.461,165.948,190143,3
1216097,The Vines,He's A Rocker,2vlyklCmatNxBJMIYVENDk,21,2008,garage,0.454,0.49,7,-5.776,1,0.0373,0.000149,6.56e-06,0.298,0.661,127.575,114920,4
216254,The Careful Ones,Turn to You,7i88Zc1enp7ypKaXKt4wJl,30,2016,ambient,0.315,0.168,9,-13.566,0,0.043,0.791,4.01e-06,0.15,0.226,76.501,259500,4
535,Corey Gray,Two Is Better Than One,6pzDUCfRZbkj5Iu9if8AzM,26,2012,acoustic,0.512,0.436,0,-9.433,1,0.0297,0.0106,0.0,0.103,0.237,140.985,208452,4
732312,Roberto Goyeneche,Cambalache (with Orquesta Tipica Porteña),6fRHFKD1J06kWSqkNpyHsp,26,2000,tango,0.532,0.473,0,-9.726,1,0.0855,0.985,0.000376,0.156,0.854,114.348,168200,4
1402671,Criolo,Subirusdoistiozin,2ivvbyg7WLOmHaQQEM1ClJ,57,2011,afrobeat,0.751,0.494,1,-7.673,1,0.27,0.0508,0.00151,0.283,0.552,86.481,213573,4
349673,Theishter,Glassy Sky,7MT6oS4fEqzuKrHSGu59Ez,30,2018,piano,0.416,0.0686,8,-19.046,0,0.0415,0.981,0.884,0.159,0.0423,68.807,332771,4
355871,Tom The Mail Man,October (Rosaria's Song),2lAekNEtWN7qWCYqYi3OAh,22,2018,sad,0.654,0.639,2,-5.024,1,0.0272,0.289,0.000222,0.0799,0.49,149.926,144122,3
800949,The Future Sound Of London,Translation 5: The Great Marmalade Mama in the Sky,5u5JBM0h3y8yaFaYAOd5OF,2,2002,breakbeat,0.56,0.864,9,-8.823,1,0.0657,0.000402,0.546,0.544,0.597,127.793,277613,4
789228,Mỹ Tâm,Hai Mươi,1QhxHoc32Psy5uw6ITjbiP,19,2001,songwriter,0.685,0.735,8,-4.443,1,0.0312,0.379,0.0,0.0768,0.575,110.07,270400,4
337399,Little Symphony,Celebros,10BpFPinq58FLGll9oz6xD,18,2018,guitar,0.127,0.032,2,-18.773,1,0.041,0.973,0.927,0.126,0.0559,144.379,121905,4
956988,Acumen Nation,Octavia,0PFTEVi4Z74svne0usEMQ0,1,2004,industrial,0.495,0.946,9,-5.288,1,0.0813,6.15e-05,0.837,0.196,0.157,126.527,245027,4
560777,Jeezy,Put The Minks Down (feat. 42 Dugg),6hFAavE0EiilAXtubEpEW0,53,2022,hip-hop,0.794,0.811,5,-5.215,1,0.367,0.00824,0.0,0.558,0.588,98.511,116906,4
1044091,Traditional,O come all ye faithful (Adesle fideles) - 2005 Digital Remaster,6ORDP0JivYHBdsz0d0dp6o,9,2005,sleep,0.198,0.0429,3,-20.47,1,0.039,0.932,0.577,0.0929,0.121,111.411,203680,4
453117,$NOT,Revenge,4aTyb0MBTzJXE75aHxeGW5,57,2020,hip-hop,0.829,0.619,1,-7.258,1,0.198,0.29,0.000371,0.0975,0.351,96.035,148160,4
424833,Julianna Barwick,Safe,6JM5pGkZn1GQQlG0KuuwbF,29,2020,ambient,0.171,0.157,4,-13.161,1,0.0346,0.689,0.228,0.105,0.038,79.473,299648,1
45394,Héctor Lavoe,Vamos A Reír Un Poco,2kH5ElaPBw4BgfnjfxFjt6,14,2012,salsa,0.573,0.707,5,-8.716,0,0.0351,0.115,0.000513,0.16,0.951,108.21,455880,4
743066,Dream Theater,"Scene Six: Home - Live at Roseland Ballroom, New York City, NY, 8/30/2000",6fMBBQ2G29L8sgDlv9aENx,20,2001,classical,0.246,0.948,7,-4.922,1,0.128,0.0089,0.00135,0.759,0.296,92.041,801160,4
490143,Hate,The Wolf Queen,2ZVhYWYjCY8yz1v8kdy57X,24,2021,death-metal,0.373,0.945,0,-3.764,1,0.123,2.13e-06,0.053,0.232,0.0742,125.186,150480,4
203649,Manolito Simonet y su Trabuco,Esto Se Pone Caliente,6vYC9WZpeWvh4dvptOP6sp,22,2015,salsa,0.768,0.872,7,-4.702,1,0.0454,0.293,1.8e-05,0.162,0.863,110.015,268760,4
867652,Blackstreet,Billie Jean - Billie Jean Remix,2wFU3mCGEdSMzCdjXnqOpX,29,2003,dance,0.813,0.63,11,-4.687,0,0.0651,0.0439,0.0,0.0647,0.707,90.183,339160,4
399405,"Dream, Ivory",Making Faces,6jen6M7ea0yuXA6C4x7zpd,45,2019,indie-pop,0.662,0.633,10,-7.897,0,0.0313,0.361,0.842,0.178,0.411,155.019,192048,4
1188172,Vibrasphere,Floating Free,1VuHql6VniYKsrzNFZ1xT3,30,2007,trance,0.623,0.943,5,-6.562,0,0.0473,0.00141,0.716,0.301,0.508,133.981,488693,4
238140,Diabulus in Musica,Crimson Gale,5AljSOJlyQECyBwFs9tUB8,24,2016,goth,0.474,0.968,9,-5.23,0,0.0679,1.62e-05,0.00504,0.355,0.446,90.02,249373,4
398747,Parekh & Singh,Sunbeam,4Y5u8o85oc78AAxELQbK1b,7,2019,indian,0.635,0.522,1,-8.944,1,0.0292,0.135,0.0109,0.291,0.33,115.931,165880,4
1145195,Grant Green,Hey There - Rudy Van Gelder Edition / Remastered 2007,0gjnl8iRs4RjffsEi9y09W,14,2007,funk,0.824,0.33,2,-14.13,0,0.0468,0.97,0.86,0.0916,0.665,115.159,444453,4
1043507,Death By Stereo,This Curse Of Days,10ei8ehT1maMsS7EPgnjcO,15,2005,ska,0.56,0.975,1,-4.975,1,0.084,9.02e-05,3.29e-05,0.088,0.32,105.522,219853,4
241493,Judas Priest,"Halls of Valhalla - Live from Wacken Festival, 2015",4ngNgDjziuaoZ5tla8GzVn,21,2016,hard-rock,0.338,0.981,11,-4.876,1,0.127,5.33e-06,0.264,0.918,0.0417,98.991,367947,4
1337772,Freq Nasty,Come Let Me Know (feat. Rodney P) - Delinquent Dub Mix,6fL5sghOv0P3tZxARbYG6x,0,2010,breakbeat,0.703,0.777,2,-6.944,1,0.0982,0.0331,0.00358,0.0443,0.735,138.148,284893,4
610030,Hernan Bass,Try - Original Mix,4nkU4FNGzBJffLbBjGv8kj,2,2023,minimal-techno,0.608,0.598,5,-11.171,0,0.0368,0.0877,0.766,0.117,0.201,129.012,297680,4
469323,Fernando & Sorocaba,Preces de um Fazendeiro,324LwzkrriINIW96p43qL2,34,2020,sertanejo,0.687,0.723,7,-6.94,1,0.125,0.662,0.0,0.101,0.602,138.016,230720,4
1006936,Brasas do Forró,Eu Tô Só o Bagaço,04VB55HH4IS6phaVjAXmtW,0,2005,forro,0.378,0.879,9,-4.702,0,0.0676,0.482,0.0,0.535,0.941,110.039,156827,4
22418,Nolwenn Leroy,Tri Martolod,0aZKv6IBhfkbDxdFQC7TL6,21,2012,french,0.533,0.631,7,-6.584,1,0.0287,0.00503,0.0,0.299,0.423,94.016,191853,4
36807,In Fear And Faith,Self Fulfilling Prophecy,6orKGdxRHZkRSYZwneDYlP,18,2012,metalcore,0.157,0.987,2,-3.152,0,0.385,0.000571,3.08e-05,0.0855,0.0789,174.921,246733,4
554628,André e Felipe,A Resposta,6Z1489RmO6tTSWmghjA7FT,49,2022,gospel,0.524,0.408,2,-11.168,1,0.0345,0.376,0.0,0.27,0.242,123.652,265566,4
1282834,Joie De Vivre,Handshakes,4OFYYGHVwJgI0uaT5nrsL4,9,2009,emo,0.563,0.441,4,-7.353,1,0.0274,0.522,0.0138,0.101,0.131,92.563,341800,4
1421379,Above & Beyond,Thing Called Love - Extended Radio Mix,5uWU9bLs83DaQ4hZOrQYZP,8,2011,edm,0.728,0.538,3,-7.208,0,0.0568,0.000228,0.0147,0.0634,0.372,134.028,421695,4
657735,Suresh Wadkar,Om Gan Ganapataye Namo Namah-1,6m4Ev3EtO4NBYthBsXoihR,7,2000,k-pop,0.645,0.358,5,-15.1,0,0.0644,0.0766,0.0,0.062,0.69,135.742,1172654,4
1306542,Chris Spheeris,Slow Dance,2ChTGjGvG7oMHMj5kOfAKw,8,2009,new-age,0.695,0.257,7,-13.161,0,0.0402,0.456,0.613,0.124,0.401,87.996,273307,4
580807,Carlos Sadness,Ojitos Lindos,6d75HkONd1lWqz7EqhTXwT,56,2022,spanish,0.582,0.584,4,-7.731,0,0.0581,0.201,6.02e-05,0.171,0.323,164.0,228117,4
735622,Baby Mammoth,Mysterious Muses,4JfxhNs5FkiLXcDOPqZQYZ,3,2000,trip-hop,0.889,0.363,7,-18.192,1,0.0931,0.00881,0.568,0.14,0.896,116.314,373027,4
295887,Kryder,MTV,0YKODRe5JPtLhDF2Ra2XXs,26,2017,progressive-house,0.767,0.927,0,-5.118,1,0.282,0.00916,0.000604,0.337,0.474,125.001,181986,4
1161016,FTISLAND,Reo Reo,33rIlZ2tgLPQdxTqdGfZvu,11,2007,k-pop,0.608,0.912,4,-2.749,1,0.0311,0.0538,0.0,0.245,0.906,160.032,209133,4
973962,Clube Do Balanço,Tamborim,3qQhXTkc0DZ5yNJS5KpjlN,26,2004,samba,0.834,0.515,9,-7.877,1,0.0435,0.672,2.2e-05,0.099,0.576,126.951,204280,4
453994,The Siege,Really Brown,74gx2Y2MNxNR2K4nCY4EJI,36,2020,indian,0.698,0.547,1,-11.355,1,0.395,0.23,0.0,0.729,0.841,135.011,139556,4
936203,Dubmatix,Island Sun,2VTZYRBTWaGtwpMD5lK8og,11,2004,dub,0.601,0.399,9,-8.405,0,0.337,0.0437,0.921,0.126,0.682,87.865,195760,4
379613,Infant Annihilator,Ere the Crimson Dawn,5D9I8NfQ2rHibQDI4Ta17R,28,2019,death-metal,0.374,0.987,7,-2.033,1,0.209,7.46e-06,0.638,0.336,0.386,141.743,210000,5
472858,Litany,Starsign,6tXzsQsSibFKHkGyryUEz7,37,2020,soul,0.787,0.529,5,-8.557,1,0.0413,0.0276,5.03e-06,0.211,0.708,120.014,208000,4
664285,Vidyasagar,Angakale,4u5kcCS4jbCh4NyCE8tWdi,26,2000,pop-film,0.642,0.549,2,-8.942,1,0.0317,0.0206,0.0,0.124,0.565,95.11,319296,4
980006,Bettye Swann,These Arms Of Mine,5pbRIIm5vL3trOAHNwLPtC,25,2004,soul,0.491,0.286,3,-15.523,1,0.032,0.947,0.00189,0.327,0.623,98.748,150053,3
369452,Bvdub,Ember 4,5998QHYA5VQOay8viZ77r8,18,2019,ambient,0.153,0.266,10,-16.794,0,0.0481,0.607,0.977,0.105,0.0398,64.21,136000,4
480264,Wolves In The Throne Room,Primal Chasm (Gift of Fire),0AzN4DL42Cwnu26KLbWHnq,17,2021,black-metal,0.259,0.715,2,-8.208,1,0.105,3.35e-05,0.312,0.339,0.0739,100.054,301907,4
6435,Janice Vidal,我懷念的你,1m54p3w1GBSAC5A3eb9v5r,34,2012,cantopop,0.431,0.457,0,-6.731,1,0.0371,0.809,0.0,0.299,0.639,165.845,223387,4
752909,Rufio,Save The World,6U5aVdoRcrPiGdMe8sqNEr,9,2001,emo,0.303,0.959,1,-4.894,0,0.0644,0.000335,0.00106,0.117,0.412,118.728,211173,4
1171978,The Zombies,I Don't Want to Know,6CWwNU3JhfB9yC3bnArco0,4,2007,psych-rock,0.528,0.726,2,-4.469,1,0.0391,0.768,0.0,0.306,0.785,134.271,127280,4
1198813,Orange Cake Mix,I Heard You Whisper,2bnSj5vYxWpqC9NNmhrw4J,0,2008,club,0.433,0.692,9,-7.121,1,0.0484,0.237,0.0057,0.573,0.682,109.986,204947,4
1303131,Screen,Semoga Dikau Bahagia,53nQv9qD7ip5kRIwFl6jig,9,2009,k-pop,0.299,0.453,4,-5.403,0,0.0287,0.367,7.71e-06,0.131,0.104,172.062,309440,4
73486,Christophe,Je suis parti,4Gr6S2zMuHR7lBvuJldNA8,30,2013,electronic,0.377,0.385,4,-7.141,0,0.0272,0.541,0.000498,0.351,0.235,68.302,156427,3
571271,Don Diablo,No Piensa - Don Diablo VIP Mix,6oiIX4QKgQT2VLGeSPnrwz,42,2022,progressive-house,0.722,0.709,11,-6.845,1,0.143,0.0147,1.67e-06,0.192,0.251,127.946,167813,4
1146029,The Mooney Suzuki,Ashes,6CWmoZhXUuXIRAapD00JdE,1,2007,garage,0.366,0.914,9,-3.301,0,0.0777,0.0341,0.0,0.128,0.649,154.059,207120,4
242290,Darke Complex,Memory Museum,04y8RGdqwHYicZukbLZeeE,18,2016,hardcore,0.456,0.772,6,-4.114,1,0.0346,0.000294,0.000846,0.171,0.293,95.564,207907,4
337258,Ahmoudou Madassane,Zerzura Theme II,4I7WbrlfomZlIv4mveJ76x,41,2018,guitar,0.45,0.303,8,-7.967,0,0.0491,0.71,0.885,0.116,0.259,149.267,263525,4
392405,DBUK,In San Francisco Bay,55HXqSniQiRqDUyiUQY2nL,3,2019,goth,0.6,0.434,5,-8.879,0,0.0314,0.777,0.193,0.0918,0.152,122.315,247470,4
8987,Edvard Grieg,"Peer Gynt Suite No. 1, Op. 46. Incidental music to Peer Gynt by Ibsen: IV. In the Hall of the Mountain King",3PmtwY6FQEMjF4RltoR8Yl,21,2012,classical,0.466,0.154,11,-18.044,0,0.121,0.886,0.893,0.201,0.47,120.585,151933,4
257264,Taake,Sverdets Vei,64GcwwwgbIMa94JBTyUD8s,6,2017,black-metal,0.287,0.998,0,-5.129,1,0.0841,6.52e-06,0.898,0.547,0.0322,143.699,254253,4
125322,LAXX,The Limit,0y0nOEOLVN9aMmmDWJz2si,9,2014,dub,0.592,0.753,8,-5.13,1,0.0398,0.000335,0.731,0.135,0.305,144.921,192000,4
123534,"Earth, Wind & Fire","Happy Seasons (Based on ""Happy Feelin'"")",5OTqu0ONhktJ5aMWLZt8TZ,19,2014,disco,0.847,0.925,4,-3.714,0,0.0564,0.0332,0.00291,0.0884,0.961,127.975,238227,4
391418,Jonathan McReynolds,Make Room (Radio Edit),0e1PHFHQ1PbSmboKI5HlVE,13,2019,gospel,0.282,0.4,6,-7.37,1,0.0345,0.17,0.0,0.0892,0.227,138.345,226773,4
387161,Devinho Novaes,No Fundo do Bau,25fsEGi3rKcjHdguuNtnel,11,2019,forro,0.893,0.614,7,-7.2,1,0.0316,0.425,1.17e-06,0.145,0.9,135.025,231732,4
1193200,Toxic Holocaust,Endless Armageddon,5APQ6NxC0LzkYT4ZMOVZJS,23,2008,black-metal,0.188,0.97,2,-5.518,1,0.0905,9.67e-06,0.844,0.263,0.413,165.77,195173,4
927716,Endy Chow,大不了,4TgzlcEEdGIC4VRhRzDY7X,13,2004,cantopop,0.499,0.824,9,-6.769,1,0.0926,0.00779,0.0,0.42,0.502,146.979,169613,4
12410,Vybz Kartel,Real Badman,4rsqB66xC5wZGOi9iGVKYu,47,2012,dance,0.829,0.827,8,-3.696,0,0.296,0.525,0.0,0.234,0.544,105.146,202397,4
553890,Phonique,Unexpected - Original Mix,6r51snBpocTojQyqiTvydG,28,2022,german,0.744,0.835,1,-9.415,0,0.0462,0.00203,0.878,0.115,0.0389,123.036,422765,4
743400,Jen Turrell,Better Friend,3x8mvY7p9rOAwgeX7WRrZF,0,2001,club,0.48,0.382,0,-9.256,1,0.0289,0.921,0.198,0.15,0.672,139.206,181987,3
545958,Wilkinson,Used To This - Logistics Remix,1ZuEWQEpONWbIZ834uyEqE,32,2022,drum-and-bass,0.348,0.9,1,-3.158,1,0.039,0.000611,0.498,0.331,0.14,174.007,264926,4
1380547,Justin Bieber,Stuck In The Moment,1DyV9obL0pPibOjW5ufg15,61,2010,pop,0.721,0.698,0,-6.353,0,0.0526,0.165,0.0,0.133,0.365,89.987,222960,4
634291,Byron Stingily,Stardance,2s8w6VvzNstLb845QPcEDq,0,2000,deep-house,0.723,0.583,5,-6.625,0,0.0319,0.0768,0.1,0.648,0.724,118.015,220000,4
1247921,Richie Ray & Bobby Cruz,Princesa,1T1DxVRECdnQiENdesFjWK,5,2008,salsa,0.513,0.449,2,-7.728,1,0.0255,0.191,5.5e-06,0.397,0.265,103.996,276341,4
1013172,Agoraphobic Nosebleed,Gorrendously Mutilated,1om2gz7CHKQe1XAqJAEEJF,3,2005,grindcore,0.182,0.91,4,-4.993,1,0.154,2.23e-06,0.949,0.137,0.29,117.533,52560,4
208288,Source Vibrations,Placid,4TIAOFSte3oAGk69ciBxPU,17,2015,sleep,0.221,0.0576,7,-27.497,0,0.0434,0.944,0.878,0.114,0.0363,65.862,289167,4
1264087,Dragged Into Sunlight,Buried With Leeches,3Wm1lbtjUFpPk1KZ13kxi8,27,2009,black-metal,0.134,0.943,6,-6.37,1,0.0942,3.17e-06,0.897,0.269,0.0484,100.125,406488,4
491030,Stephan Bodzin,Astronautin,4clBWumKdQ85EDbgYxv3Ow,33,2021,deep-house,0.702,0.732,7,-12.697,1,0.0458,0.234,0.86,0.0996,0.103,125.0,452868,4
75088,Stary Olsa,Tryton,4OVVIpZvVQSPhlLSk23kRQ,30,2013,folk,0.472,0.557,7,-5.347,0,0.0305,0.863,0.0152,0.201,0.369,110.737,191000,3
10278,John Mulaney,A Child with Lawyers,1AUbuwN7inbqwbbghKdMo5,33,2012,comedy,0.654,0.914,4,-6.158,1,0.907,0.781,0.0,0.687,0.354,114.117,268500,4
386461,Danheim,Odinn,0IPb34Ysnp0KTZbAACEflb,40,2019,folk,0.667,0.32,4,-10.54,0,0.0311,0.471,0.00987,0.0902,0.133,85.03,333984,4
326730,Black Tiger Sex Machine,War,02OJzHDMZjZGMclUi7uQat,26,2018,dub,0.599,0.952,7,-4.35,1,0.129,0.000218,0.861,0.966,0.449,128.033,246562,4
1036342,The Cure,Signal to Noise,6k1HF33cYTXyyu6mRhBYH8,10,2005,punk-rock,0.502,0.981,7,-3.515,1,0.0499,0.00293,0.382,0.165,0.369,130.028,247933,4
794111,Funk D'void,Nineteen Ninety-Two,2q0hoHS2C0j8ReJSImknKf,0,2001,techno,0.342,0.954,11,-6.515,0,0.0621,0.00167,0.918,0.0705,0.522,126.91,460667,4
1333051,Subhira,Seng Po,4MGSqBHh2HYPIPBUumd3r0,0,2010,afrobeat,0.415,0.276,10,-14.651,1,0.0332,0.721,0.109,0.368,0.309,126.181,475387,3
503633,Delta Sleep,The Detail,1ExXxnndA4qMDA0SK8KnLM,45,2021,hard-rock,0.477,0.637,7,-7.244,1,0.0385,0.056,0.0143,0.0904,0.545,112.574,269174,4
329741,Gregory Alan Isakov,Caves,6byLrvbXmnUMdMWmSBgjKX,42,2018,folk,0.446,0.744,9,-7.622,1,0.0394,0.372,0.114,0.12,0.186,81.548,289427,4
424825,Little Symphony,Gentile,0RNMSiM2IJB5Wp8sHhuzVW,31,2020,ambient,0.17,0.026,5,-27.541,1,0.053,0.965,0.968,0.12,0.0324,122.596,119461,4
1094166,Michele McLaughlin,Oh Holy Night,4RWLFxCZUqGZKOwOOwMwu6,17,2006,new-age,0.399,0.304,0,-17.111,1,0.0407,0.988,0.812,0.109,0.629,83.617,226160,4
1127718,Nobuo Uematsu,Don't Be Afraid (Final Fantasy VIII),0krsOdqPHKHpaPOXRCvB5q,35,2007,classical,0.418,0.705,9,-5.738,0,0.0307,0.648,0.345,0.123,0.4,79.7,225267,4
245516,Kadri Gopalnath,Abhishtavaradasri - Hamsadhwani - Adi - Live,3XjkJkoQjdntH5ZnTCNe0m,0,2016,indian,0.333,0.973,10,-6.787,0,0.135,0.611,0.943,0.369,0.64,96.653,1050982,4
999560,Surgeon,All the Saints Have Been Hung,1o5J0A8HNL71j6VkyWRkN3,2,2005,detroit-techno,0.649,0.985,4,-5.406,0,0.0993,0.00278,0.913,0.306,0.232,133.992,462464,4
1426616,Julien Doré,Kiss Me Forever,0BMkFc9BBU42ezpr9GLMNn,39,2011,french,0.828,0.686,5,-7.537,1,0.035,0.00301,0.00542,0.0857,0.957,124.052,181467,4
402187,BABYMETAL,DA DA DANCE,1GevEuDw9tPirDBxz1DcpB,44,2019,metal,0.477,0.982,6,-1.428,0,0.142,0.000154,0.424,0.349,0.179,154.008,230759,4
49451,Lasse Stefanz,Oh Sha Na Na Na,201ExIspwZ3igzqr2aNTTu,16,2012,ska,0.608,0.965,5,-4.467,1,0.0364,0.172,0.284,0.115,0.96,157.986,197280,4
639443,Gameface,Accidental Clarity,3nsZ88djjKfhmubj79oIpb,2,2000,emo,0.427,0.606,9,-5.008,1,0.0352,0.00398,0.371,0.0826,0.401,115.315,291067,3
349839,Piano Peace,Release,3FOR2dT87P5utTulsvpwDr,25,2018,piano,0.26,0.0138,6,-29.226,1,0.0389,0.989,0.93,0.0964,0.0759,69.843,207625,3
537789,RIMON,Build Me A House - A COLORS SHOW,7KR7eAbVyuMqkee5pHPQBl,50,2022,chill,0.507,0.422,8,-8.996,0,0.263,0.253,0.000572,0.25,0.293,161.877,156667,4
143060,AOA,You know that,43NobHu0nf9u5D0mAOvwAQ,18,2014,k-pop,0.706,0.955,5,-2.32,0,0.163,0.159,0.0,0.717,0.772,120.064,203106,4
737148,Dope,Now Or Never,0FOFaKOtwTBD7PGBj53JTi,35,2001,alt-rock,0.493,0.991,1,-2.63,1,0.0927,0.000643,0.00247,0.0696,0.382,107.989,206600,4
1220633,Agathocles,Ministries of Arms,7yatFUC9IkbtvQn1I1q3YH,2,2008,grindcore,0.218,0.955,8,0.046,0,0.0979,2.28e-05,0.936,0.0622,0.323,149.27,170760,4
174012,Fractal,Amor,30AN2bWBDHGys9gziA65BZ,16,2015,dub,0.503,0.774,6,-5.147,0,0.0736,0.0178,0.000806,0.114,0.398,140.037,335121,4
382774,Fourward,All 4 Myself,3iAdVyVY0Qe1HXAaT1zYSG,13,2019,drum-and-bass,0.447,0.981,10,-2.132,0,0.404,0.00179,0.832,0.136,0.257,172.012,315349,4
857616,Faithless,Crazy English Summer - Hiver & Hammer Remix,3swRqbSZVbzYR0vjA48Khh,7,2002,trip-hop,0.565,0.887,1,-8.088,1,0.0417,0.00247,0.797,0.0826,0.135,135.989,516267,4
1085577,Sébastien Léger,Aqualight,55hiK6I6gv6pdtqN7Qpx5q,26,2006,house,0.822,0.857,7,-5.757,1,0.081,0.0557,0.658,0.0496,0.657,126.947,386573,4
1165826,Dominus Inferi,Introduction [Act II],1u3MkhWJ9Hwh3NmO0rjNol,0,2007,opera,0.441,0.81,5,-6.717,1,0.0421,0.00269,0.887,0.416,0.121,153.002,118976,5
219613,AGA,Round & Round - 圓 Acoustic Remix,0d6JN2OB0n2BMgDuH6ma08,9,2016,cantopop,0.431,0.17,2,-9.247,0,0.043,0.766,0.0,0.199,0.265,183.875,232943,3
101078,Zé Henrique & Gabriel,O Brasil Tá Cheio,5e8flocYkUZsN3QvsDpJZH,22,2013,sertanejo,0.721,0.807,7,-4.793,1,0.0413,0.663,0.0,0.771,0.876,109.943,236453,4
95652,Andrew Bayer,Living,3OkBiTtxYpW4v4zl601FlR,15,2013,progressive-house,0.683,0.692,6,-8.084,1,0.0422,0.0968,0.878,0.121,0.335,121.496,363354,4
233401,Parsonsfield,Barbed Wire,0aflzvWrhVpTsLyBmkSlfK,28,2016,folk,0.519,0.786,4,-6.063,1,0.0504,0.163,0.000869,0.309,0.381,99.045,262133,4
157384,Timothy Wilson,Baby Baby Please,3rnVG1x0gAyXP1fSg5Zz5b,32,2014,soul,0.51,0.601,7,-3.323,1,0.0333,0.705,0.00425,0.296,0.527,77.581,176053,3
1074613,Les Wampas,Rimini,6Qxnl8sCerGN8F32Pe42hz,25,2006,french,0.613,0.524,9,-6.027,1,0.0269,0.0337,0.0135,0.171,0.633,102.769,163760,4
56626,The 1975,Haunt // Bed,078y8ygOFesjpWf3Pp5yNv,38,2013,alt-rock,0.313,0.495,7,-12.37,1,0.0429,0.41,0.184,0.392,0.12,89.971,305023,4
359065,Christopher Murray,Les voyageurs,0AWD2AGHjuXPjEqnn1g5g5,0,2018,show-tunes,0.628,0.354,5,-11.12,0,0.103,0.782,0.00727,0.122,0.8,91.933,277173,4
749265,Total Science,Juicy Fruit - Calibre Remix,6cr2QIYhsfgaKU9PVh4EDU,2,2001,drum-and-bass,0.638,0.994,6,-4.393,1,0.0975,9.7e-05,0.725,0.0701,0.441,174.062,342069,4
533651,Abel Korzeniowski,Rondo II,04neHS4LMr2rXbtIus3Y2J,27,2022,ambient,0.394,0.0617,2,-31.386,1,0.0654,0.991,0.956,0.104,0.253,68.961,31285,3
1378752,Giacomo Meyerbeer,"Il crociato in Egitto: Act I Scene 3: Tu, degli illustri cavalier di Rodi (Osmino, Felicia)",0jH3QDZiH8JSGjwwUv674k,0,2010,opera,0.525,0.197,2,-19.598,1,0.282,0.96,0.0,0.648,0.831,101.166,20400,1
798519,Muslimgauze,Shahrazad,2d33EjOB9PTyMxZ1Tm3xJ1,0,2002,ambient,0.599,0.948,1,-1.696,0,0.0486,0.0141,0.607,0.137,0.107,94.073,156920,4
1090977,015B,성냥팔이소녀,7CouxIiXosg7zNdvEOPdgC,6,2006,k-pop,0.781,0.659,4,-6.63,0,0.0443,0.334,3.31e-05,0.515,0.814,125.031,242495,4
53771,Akina Nakamori,ジプシー・クイーン - 30th anniversary mix,6G14AW2XViyjFjdz8fI12l,19,2012,techno,0.603,0.72,11,-5.79,0,0.0416,0.503,1.73e-06,0.333,0.404,116.013,265013,4
616227,Iki Pineda,PRC - En vivo,6U0o0w1rQqU7I0ra5Fa6eW,16,2023,sad,0.811,0.671,8,-11.996,1,0.229,0.0733,6.96e-06,0.0783,0.851,133.312,189381,3
1257811,Rodolfo Mederos,"'Na Voce, 'Na Chitarra",1fJV5w8aLOMHgq9Ud0Ypeu,2,2008,tango,0.388,0.0564,8,-11.331,1,0.0403,0.987,0.0165,0.102,0.124,136.965,215960,3
